index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,imageDescription,streamingVideoURL,currentImageUpdateFrequency,currentImageURL,referenceImageUpdateFrequency,referenceImage1UpdateAgoURL,referenceImage2UpdatesAgoURL,referenceImage3UpdatesAgoURL,referenceImage4UpdatesAgoURL,referenceImage5UpdatesAgoURL,referenceImage6UpdatesAgoURL,referenceImage7UpdatesAgoURL,referenceImage8UpdatesAgoURL,referenceImage9UpdatesAgoURL,referenceImage10UpdatesAgoURL,referenceImage11UpdatesAgoURL,referenceImage12UpdatesAgoURL
202,2023-11-09,09:12:09,1699549929,1,"US-101: Eureka / Piersons - Looking South",Eureka,-124.19141,40.7688,13,,Humboldt,US-101,,,75.54,,702.35,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/us101eurekapiersonslookings.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapiersonslookings/previous/us101eurekapiersonslookings-12.jpg
203,2023-11-09,09:13:10,1699549990,1,"US-101: Eureka / Papa & Barkley - Looking North",Eureka,-124.19101,40.76442,0,,Humboldt,US-101,,,75.23,,702.04,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/us101eurekapapabarkleylookingn.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekapapabarkleylookingn/previous/us101eurekapapabarkleylookingn-12.jpg
207,2021-08-05,12:37:51,1628192271,1,"SR-1: Elm (North)","Fort Bragg",-123.80572,39.45175,65,,Mendocino,SR-1,,,61.99,,603.94,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/sr1elmn.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/previous/sr1elmn-12.jpg
208,2021-08-25,18:20:30,1629940830,1,"SR20: Holly St (Willits)",Willits,-123.34976,39.39868,1397,,Mendocino,US-101,,,45.96,,570.14,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/sr20hollystwil.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/previous/sr20hollystwil-12.jpg
209,2021-08-25,18:20:20,1629940820,1,"SR20: Evergreen (Willits)",Willits,-123.34721,39.39092,1404,,Mendocino,US-101,,,45.41,,569.59,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/sr20evergreenwil.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/previous/sr20evergreenwil-12.jpg
210,2021-09-30,15:06:58,1633039618,1,"US-101: Last Chance Loc #2 (Looking North)",Klamath,-124.1157,41.63446,692,,"Del Norte",US-101,,,15.02,,777.59,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/us101lastchanceloc2lookingn.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/previous/us101lastchanceloc2lookingn-12.jpg
212,2021-11-17,11:24:41,1637177081,1,"SR-1: Chestnut (South)","Fort Bragg",-123.80589,39.43647,75,,Mendocino,SR-1,,,60.93,,602.88,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/sr1chestnuts.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/previous/sr1chestnuts-12.jpg
213,2021-11-17,11:24:28,1637177068,1,"SR-1: Cypress (North)","Fort Bragg",-123.80604,39.43259,118,,Mendocino,SR-1,,,60.67,,602.62,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/sr1cypressn.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/previous/sr1cypressn-12.jpg
214,2022-01-19,07:43:27,1642607007,1,"SR-1: Boice Ln (North)","Fort Bragg",-123.80923,39.40167,118,North,Mendocino,SR-1,,,58.51,,600.46,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/sr1boicelnn.jpg,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/previous/sr1boicelnn-12.jpg
217,2022-03-23,17:33:42,1648082022,1,"US-101: Eureka / 4th & L (Looking North)",Eureka,-124.15975,40.80372,45,South,Humboldt,US-101,,,78.84,L,705.54,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/us101eureka4thllookingn.jpg,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/previous/us101eureka4thllookingn-12.jpg
218,2022-05-09,20:47:38,1652154458,1,"SR-53: Dam Rd (South)",Clearlake,-122.61928,38.93008,1384,South,Lake,SR-53,,,1.48,,1.48,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/sr53damrds.jpg,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/previous/sr53damrds-12.jpg
219,2022-05-10,21:55:48,1652244948,1,"SR-29: Wardlaw (North)",Middletown,-122.61426,38.75442,1099,,Lake,SR-29,,,5.96,,60.44,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/sr29wardlawn.jpg,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/previous/sr29wardlawn-12.jpg
221,2023-09-22,14:42:17,1695418937,1,"US-101: Eureka / PHB - Looking North",Eureka,-124.17587,40.79573,3,,Humboldt,US-101,,,77.61,,704.42,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/us101eurekaphblookingn.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/previous/us101eurekaphblookingn-12.jpg
222,2023-09-22,14:42:40,1695418960,1,"US-101: Eureka / PHB - Looking South",Eureka,-124.17585,40.79573,3,,Humboldt,US-101,,,77.61,,704.42,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/us101eurekaphblookings.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/previous/us101eurekaphblookings-12.jpg
223,2022-11-23,12:23:50,1669235030,1,"LAK-175-0.280: Looking South","Lake Port",-122.982871,38.988011,2400,South,Lake,SR-175,,,0.28,,10.13,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/lak1750280lookings.jpg,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/previous/lak1750280lookings-12.jpg
224,2022-11-23,13:06:55,1669237615,1,"US-101: S of Hopland - Looking South",Hopland,-123.085536,38.949410,100,South,Mendocino,US-101,,,8.43,,530.117,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/us101sofhoplandlookings.jpg,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/previous/us101sofhoplandlookings-12.jpg
